county,year,race,sex,total
Watauga,2026,white,Total,59955
Wayne,2026,aian,Total,1583
Wayne,2026,asian,Total,2514
Wayne,2026,black,Total,38795
Wayne,2026,other,Total,4423
Wayne,2026,white,Total,83979
Wilkes,2026,aian,Total,449
Wilkes,2026,asian,Total,544
Wilkes,2026,black,Total,3106
Wilkes,2026,other,Total,1568
Wilkes,2026,white,Total,66556
Wilson,2026,aian,Total,673
Wilson,2026,asian,Total,1264
Wilson,2026,black,Total,35047
Wilson,2026,other,Total,1840
Wilson,2026,white,Total,46860
Yadkin,2026,aian,Total,411
Yadkin,2026,asian,Total,198
Yadkin,2026,black,Total,1112
Yadkin,2026,other,Total,609
Yadkin,2026,white,Total,36033
Yancey,2026,aian,Total,204
Yancey,2026,asian,Total,174
Yancey,2026,black,Total,179
Yancey,2026,other,Total,298
Yancey,2026,white,Total,18955
Alamance,2027,aian,Total,4791
Alamance,2027,asian,Total,3445
Alamance,2027,black,Total,36474
Alamance,2027,other,Total,5617
Alamance,2027,white,Total,137055
Alexander,2027,aian,Total,303
Alexander,2027,asian,Total,390
Alexander,2027,black,Total,2047
Alexander,2027,other,Total,790
Alexander,2027,white,Total,36813
Alleghany,2027,aian,Total,112
Alleghany,2027,asian,Total,129
Alleghany,2027,black,Total,153
Alleghany,2027,other,Total,155
Alleghany,2027,white,Total,11267
Anson,2027,aian,Total,282
Anson,2027,asian,Total,500
Anson,2027,black,Total,12069
Anson,2027,other,Total,631
Anson,2027,white,Total,11805
Ashe,2027,aian,Total,82
Ashe,2027,asian,Total,198
Ashe,2027,black,Total,234
Ashe,2027,other,Total,517
Ashe,2027,white,Total,29048
Avery,2027,aian,Total,140
Avery,2027,asian,Total,116
Avery,2027,black,Total,769
Avery,2027,other,Total,171
Avery,2027,white,Total,16836
Beaufort,2027,aian,Total,879
Beaufort,2027,asian,Total,351
Beaufort,2027,black,Total,9881
Beaufort,2027,other,Total,1089
Beaufort,2027,white,Total,35348
Bertie,2027,aian,Total,93
Bertie,2027,asian,Total,252
Bertie,2027,black,Total,11900
Bertie,2027,other,Total,372
Bertie,2027,white,Total,6985
Bladen,2027,aian,Total,1067
Bladen,2027,asian,Total,116
Bladen,2027,black,Total,10883
Bladen,2027,other,Total,840
Bladen,2027,white,Total,21165
Brunswick,2027,aian,Total,1754
Brunswick,2027,asian,Total,1653
Brunswick,2027,black,Total,18469
Brunswick,2027,other,Total,3677
Brunswick,2027,white,Total,144187
Buncombe,2027,aian,Total,2113
Buncombe,2027,asian,Total,5308
Buncombe,2027,black,Total,14825
Buncombe,2027,other,Total,8394
Buncombe,2027,white,Total,257345
Burke,2027,aian,Total,1470
Burke,2027,asian,Total,4438
Burke,2027,black,Total,6149
Burke,2027,other,Total,2579
Burke,2027,white,Total,79629
Cabarrus,2027,aian,Total,2380
Cabarrus,2027,asian,Total,8377
Cabarrus,2027,black,Total,48477
Cabarrus,2027,other,Total,7053
Cabarrus,2027,white,Total,180667
Caldwell,2027,aian,Total,905
Caldwell,2027,asian,Total,683
Caldwell,2027,black,Total,3892
Caldwell,2027,other,Total,2113
Caldwell,2027,white,Total,79040
Camden,2027,aian,Total,46
Camden,2027,asian,Total,342
Camden,2027,black,Total,1441
Camden,2027,other,Total,439
Camden,2027,white,Total,8900
Carteret,2027,aian,Total,460
Carteret,2027,asian,Total,1145
Carteret,2027,black,Total,3730
Carteret,2027,other,Total,2366
Carteret,2027,white,Total,67361
Caswell,2027,aian,Total,205
Caswell,2027,asian,Total,81
Caswell,2027,black,Total,7500
Caswell,2027,other,Total,649
Caswell,2027,white,Total,15232
Catawba,2027,aian,Total,1529
Catawba,2027,asian,Total,7144
Catawba,2027,black,Total,14262
Catawba,2027,other,Total,4666
Catawba,2027,white,Total,139979
Chatham,2027,aian,Total,1893
Chatham,2027,asian,Total,1559
Chatham,2027,black,Total,9390
Chatham,2027,other,Total,1962
Chatham,2027,white,Total,74955
Cherokee,2027,aian,Total,434
Cherokee,2027,asian,Total,315
Cherokee,2027,black,Total,414
Cherokee,2027,other,Total,1520
Cherokee,2027,white,Total,29303
Chowan,2027,aian,Total,77
Chowan,2027,asian,Total,144
Chowan,2027,black,Total,4230
Chowan,2027,other,Total,264
Chowan,2027,white,Total,9022
Clay,2027,aian,Total,40
Clay,2027,asian,Total,48
Clay,2027,black,Total,77
Clay,2027,other,Total,266
Clay,2027,white,Total,12872
Cleveland,2027,aian,Total,632
Cleveland,2027,asian,Total,1038
Cleveland,2027,black,Total,20840
Cleveland,2027,other,Total,2719
Cleveland,2027,white,Total,76709
Columbus,2027,aian,Total,2063
Columbus,2027,asian,Total,352
Columbus,2027,black,Total,19253
Columbus,2027,other,Total,1451
Columbus,2027,white,Total,33102
Craven,2027,aian,Total,686
Craven,2027,asian,Total,3708
Craven,2027,black,Total,23377
Craven,2027,other,Total,3981
Craven,2027,white,Total,72969
Cumberland,2027,aian,Total,5921
Cumberland,2027,asian,Total,11037
Cumberland,2027,black,Total,128520
Cumberland,2027,other,Total,23125
Cumberland,2027,white,Total,166345
Currituck,2027,aian,Total,205
Currituck,2027,asian,Total,435
Currituck,2027,black,Total,1779
Currituck,2027,other,Total,1045
Currituck,2027,white,Total,27476
Dare,2027,aian,Total,412
Dare,2027,asian,Total,511
Dare,2027,black,Total,999
Dare,2027,other,Total,1197
Dare,2027,white,Total,35823
Davidson,2027,aian,Total,2406
Davidson,2027,asian,Total,3392
Davidson,2027,black,Total,15907
Davidson,2027,other,Total,3891
Davidson,2027,white,Total,155159
Davie,2027,aian,Total,478
Davie,2027,asian,Total,469
Davie,2027,black,Total,2696
Davie,2027,other,Total,1117
Davie,2027,white,Total,43160
Duplin,2027,aian,Total,1482
Duplin,2027,asian,Total,905
Duplin,2027,black,Total,13255
Duplin,2027,other,Total,1163
Duplin,2027,white,Total,43085
Durham,2027,aian,Total,5835
Durham,2027,asian,Total,20481
Durham,2027,black,Total,140469
Durham,2027,other,Total,13111
Durham,2027,white,Total,172479
Edgecombe,2027,aian,Total,556
Edgecombe,2027,asian,Total,212
Edgecombe,2027,black,Total,29572
Edgecombe,2027,other,Total,939
Edgecombe,2027,white,Total,20199
Forsyth,2027,aian,Total,5841
Forsyth,2027,asian,Total,13311
Forsyth,2027,black,Total,117186
Forsyth,2027,other,Total,12779
Forsyth,2027,white,Total,258535
Franklin,2027,aian,Total,1047
Franklin,2027,asian,Total,662
Franklin,2027,black,Total,18448
Franklin,2027,other,Total,1778
Franklin,2027,white,Total,55971
Gaston,2027,aian,Total,2330
Gaston,2027,asian,Total,4482
Gaston,2027,black,Total,41821
Gaston,2027,other,Total,6472
Gaston,2027,white,Total,179641
Gates,2027,aian,Total,109
Gates,2027,asian,Total,32
Gates,2027,black,Total,3957
Gates,2027,other,Total,422
Gates,2027,white,Total,7726
Graham,2027,aian,Total,557
Graham,2027,asian,Total,64
Graham,2027,black,Total,14
Graham,2027,other,Total,247
Graham,2027,white,Total,7804
Granville,2027,aian,Total,833
Granville,2027,asian,Total,620
Granville,2027,black,Total,20802
Granville,2027,other,Total,1515
Granville,2027,white,Total,43551
Greene,2027,aian,Total,980
Greene,2027,asian,Total,257
Greene,2027,black,Total,6646
Greene,2027,other,Total,402
Greene,2027,white,Total,12764
Guilford,2027,aian,Total,5740
Guilford,2027,asian,Total,35133
Guilford,2027,black,Total,215287
Guilford,2027,other,Total,18840
Guilford,2027,white,Total,317446
Halifax,2027,aian,Total,2450
Halifax,2027,asian,Total,577
Halifax,2027,black,Total,25946
Halifax,2027,other,Total,925
Halifax,2027,white,Total,18435
Harnett,2027,aian,Total,4403
Harnett,2027,asian,Total,2359
Harnett,2027,black,Total,30992
Harnett,2027,other,Total,8501
Harnett,2027,white,Total,105947
Haywood,2027,aian,Total,439
Haywood,2027,asian,Total,466
Haywood,2027,black,Total,647
Haywood,2027,other,Total,1060
Haywood,2027,white,Total,64606
Henderson,2027,aian,Total,1201
Henderson,2027,asian,Total,2310
Henderson,2027,black,Total,3998
Henderson,2027,other,Total,2850
Henderson,2027,white,Total,118314
Hertford,2027,aian,Total,249
Hertford,2027,asian,Total,250
Hertford,2027,black,Total,13926
Hertford,2027,other,Total,423
Hertford,2027,white,Total,9157
Hoke,2027,aian,Total,6154
Hoke,2027,asian,Total,1232
Hoke,2027,black,Total,19026
Hoke,2027,other,Total,4062
Hoke,2027,white,Total,32889
Hyde,2027,aian,Total,59
Hyde,2027,asian,Total,10
Hyde,2027,black,Total,1342
Hyde,2027,other,Total,109
Hyde,2027,white,Total,3476
Iredell,2027,aian,Total,2077
Iredell,2027,asian,Total,5655
Iredell,2027,black,Total,21921
Iredell,2027,other,Total,4957
Iredell,2027,white,Total,167914
Jackson,2027,aian,Total,4550
Jackson,2027,asian,Total,678
Jackson,2027,black,Total,727
Jackson,2027,other,Total,1271
Jackson,2027,white,Total,41224
Johnston,2027,aian,Total,3235
Johnston,2027,asian,Total,2796
Johnston,2027,black,Total,38814
Johnston,2027,other,Total,6417
Johnston,2027,white,Total,201851
Jones,2027,aian,Total,132
Jones,2027,asian,Total,50
Jones,2027,black,Total,2469
Jones,2027,other,Total,432
Jones,2027,white,Total,7112
Lee,2027,aian,Total,1403
Lee,2027,asian,Total,975
Lee,2027,black,Total,13319
Lee,2027,other,Total,2469
Lee,2027,white,Total,48391
Lenoir,2027,aian,Total,653
Lenoir,2027,asian,Total,563
Lenoir,2027,black,Total,22317
Lenoir,2027,other,Total,1137
Lenoir,2027,white,Total,28437
Lincoln,2027,aian,Total,463
Lincoln,2027,asian,Total,845
Lincoln,2027,black,Total,4469
Lincoln,2027,other,Total,1759
Lincoln,2027,white,Total,88135
Macon,2027,aian,Total,469
Macon,2027,asian,Total,450
Macon,2027,black,Total,732
Macon,2027,other,Total,654
Macon,2027,white,Total,37369
Madison,2027,aian,Total,76
Madison,2027,asian,Total,159
Madison,2027,black,Total,390
Madison,2027,other,Total,569
Madison,2027,white,Total,23336
Martin,2027,aian,Total,141
Martin,2027,asian,Total,145
Martin,2027,black,Total,9490
Martin,2027,other,Total,300
Martin,2027,white,Total,12177
McDowell,2027,aian,Total,674
McDowell,2027,asian,Total,412
McDowell,2027,black,Total,1836
McDowell,2027,other,Total,910
McDowell,2027,white,Total,44874
Mecklenburg,2027,aian,Total,14414
Mecklenburg,2027,asian,Total,78485
Mecklenburg,2027,black,Total,446600
Mecklenburg,2027,other,Total,40280
Mecklenburg,2027,white,Total,704779
Mitchell,2027,aian,Total,226
Mitchell,2027,asian,Total,117
Mitchell,2027,black,Total,78
Mitchell,2027,other,Total,290
Mitchell,2027,white,Total,14596
Montgomery,2027,aian,Total,338
Montgomery,2027,asian,Total,412
Montgomery,2027,black,Total,4557
Montgomery,2027,other,Total,509
Montgomery,2027,white,Total,22209
Moore,2027,aian,Total,1317
Moore,2027,asian,Total,2258
Moore,2027,black,Total,13895
Moore,2027,other,Total,2871
Moore,2027,white,Total,94499
Nash,2027,aian,Total,1437
Nash,2027,asian,Total,1327
Nash,2027,black,Total,41492
Nash,2027,other,Total,2493
Nash,2027,white,Total,50300
New Hanover,2027,aian,Total,2361
New Hanover,2027,asian,Total,5003
New Hanover,2027,black,Total,34120
New Hanover,2027,other,Total,7814
New Hanover,2027,white,Total,215972
Northampton,2027,aian,Total,159
Northampton,2027,asian,Total,73
Northampton,2027,black,Total,11047
Northampton,2027,other,Total,294
Northampton,2027,white,Total,7387
Onslow,2027,aian,Total,1881
Onslow,2027,asian,Total,5915
Onslow,2027,black,Total,27222
Onslow,2027,other,Total,11687
Onslow,2027,white,Total,175097
Orange,2027,aian,Total,1481
Orange,2027,asian,Total,16372
Orange,2027,black,Total,15313
Orange,2027,other,Total,5362
Orange,2027,white,Total,120661
Pamlico,2027,aian,Total,103
Pamlico,2027,asian,Total,68
Pamlico,2027,black,Total,2206
Pamlico,2027,other,Total,277
Pamlico,2027,white,Total,10746
Pasquotank,2027,aian,Total,251
Pasquotank,2027,asian,Total,746
Pasquotank,2027,black,Total,16392
Pasquotank,2027,other,Total,1337
Pasquotank,2027,white,Total,20869
Pender,2027,aian,Total,930
Pender,2027,asian,Total,609
Pender,2027,black,Total,9124
Pender,2027,other,Total,2163
Pender,2027,white,Total,59820
Perquimans,2027,aian,Total,75
Perquimans,2027,asian,Total,91
Perquimans,2027,black,Total,3477
Perquimans,2027,other,Total,272
Perquimans,2027,white,Total,9890
Person,2027,aian,Total,414
Person,2027,asian,Total,254
Person,2027,black,Total,10010
Person,2027,other,Total,946
Person,2027,white,Total,29857
Pitt,2027,aian,Total,1350
Pitt,2027,asian,Total,4664
Pitt,2027,black,Total,66212
Pitt,2027,other,Total,5303
Pitt,2027,white,Total,112390
Polk,2027,aian,Total,184
Polk,2027,asian,Total,192
Polk,2027,black,Total,803
Polk,2027,other,Total,502
Polk,2027,white,Total,21208
Randolph,2027,aian,Total,2816
Randolph,2027,asian,Total,2615
Randolph,2027,black,Total,9679
Randolph,2027,other,Total,3558
Randolph,2027,white,Total,133391
Richmond,2027,aian,Total,2360
Richmond,2027,asian,Total,716
Richmond,2027,black,Total,13710
Richmond,2027,other,Total,1526
Richmond,2027,white,Total,26073
Robeson,2027,aian,Total,51749
Robeson,2027,asian,Total,2026
Robeson,2027,black,Total,30024
Robeson,2027,other,Total,5049
Robeson,2027,white,Total,37992
Rockingham,2027,aian,Total,735
Rockingham,2027,asian,Total,895
Rockingham,2027,black,Total,17110
Rockingham,2027,other,Total,2901
Rockingham,2027,white,Total,70224
Rowan,2027,aian,Total,1196
Rowan,2027,asian,Total,1918
Rowan,2027,black,Total,24021
Rowan,2027,other,Total,3495
Rowan,2027,white,Total,117519
Rutherford,2027,aian,Total,286
Rutherford,2027,asian,Total,486
Rutherford,2027,black,Total,5977
Rutherford,2027,other,Total,2163
Rutherford,2027,white,Total,62486
Sampson,2027,aian,Total,3422
Sampson,2027,asian,Total,524
Sampson,2027,black,Total,15315
Sampson,2027,other,Total,1963
Sampson,2027,white,Total,43942
Scotland,2027,aian,Total,5589
Scotland,2027,asian,Total,463
Scotland,2027,black,Total,13712
Scotland,2027,other,Total,1266
Scotland,2027,white,Total,14436
Stanly,2027,aian,Total,345
Stanly,2027,asian,Total,1722
Stanly,2027,black,Total,7492
Stanly,2027,other,Total,1257
Stanly,2027,white,Total,56971
Stokes,2027,aian,Total,267
Stokes,2027,asian,Total,164
Stokes,2027,black,Total,1466
Stokes,2027,other,Total,927
Stokes,2027,white,Total,43290
Surry,2027,aian,Total,738
Surry,2027,asian,Total,469
Surry,2027,black,Total,2972
Surry,2027,other,Total,1514
Surry,2027,white,Total,67539
Swain,2027,aian,Total,3396
Swain,2027,asian,Total,131
Swain,2027,black,Total,9
Swain,2027,other,Total,1073
Swain,2027,white,Total,8885
Transylvania,2027,aian,Total,166
Transylvania,2027,asian,Total,232
Transylvania,2027,black,Total,1349
Transylvania,2027,other,Total,911
Transylvania,2027,white,Total,35222
Tyrrell,2027,aian,Total,64
Tyrrell,2027,asian,Total,132
Tyrrell,2027,black,Total,1509
Tyrrell,2027,other,Total,101
Tyrrell,2027,white,Total,2453
Union,2027,aian,Total,2481
Union,2027,asian,Total,9603
Union,2027,black,Total,33711
Union,2027,other,Total,6791
Union,2027,white,Total,232019
Vance,2027,aian,Total,640
Vance,2027,asian,Total,237
Vance,2027,black,Total,24948
Vance,2027,other,Total,963
Vance,2027,white,Total,20031
Wake,2027,aian,Total,16126
Wake,2027,asian,Total,95409
Wake,2027,black,Total,290804
Wake,2027,other,Total,41421
Wake,2027,white,Total,818030
Warren,2027,aian,Total,1187
Warren,2027,asian,Total,102
Warren,2027,black,Total,9499
Warren,2027,other,Total,508
Warren,2027,white,Total,7852
Washington,2027,aian,Total,141
Washington,2027,asian,Total,26
Washington,2027,black,Total,6074
Washington,2027,other,Total,300
Washington,2027,white,Total,4865
Watauga,2027,aian,Total,178
Watauga,2027,asian,Total,909
Watauga,2027,black,Total,1348
Watauga,2027,other,Total,1425
Watauga,2027,white,Total,60687
Wayne,2027,aian,Total,1628
Wayne,2027,asian,Total,2572
Wayne,2027,black,Total,38860
Wayne,2027,other,Total,4551
Wayne,2027,white,Total,84464
Wilkes,2027,aian,Total,464
Wilkes,2027,asian,Total,557
Wilkes,2027,black,Total,3123
Wilkes,2027,other,Total,1616
Wilkes,2027,white,Total,66751
Wilson,2027,aian,Total,692
Wilson,2027,asian,Total,1297
Wilson,2027,black,Total,35346
Wilson,2027,other,Total,1892
Wilson,2027,white,Total,47013
Yadkin,2027,aian,Total,423
Yadkin,2027,asian,Total,201
Yadkin,2027,black,Total,1106
Yadkin,2027,other,Total,624
Yadkin,2027,white,Total,36020
Yancey,2027,aian,Total,211
Yancey,2027,asian,Total,181
Yancey,2027,black,Total,180
Yancey,2027,other,Total,309
Yancey,2027,white,Total,19100
Alamance,2028,aian,Total,4942
Alamance,2028,asian,Total,3519
Alamance,2028,black,Total,36847
Alamance,2028,other,Total,5772
Alamance,2028,white,Total,138061
Alexander,2028,aian,Total,312
Alexander,2028,asian,Total,392
Alexander,2028,black,Total,2047
Alexander,2028,other,Total,812
Alexander,2028,white,Total,37008
Alleghany,2028,aian,Total,116
Alleghany,2028,asian,Total,134
Alleghany,2028,black,Total,153
Alleghany,2028,other,Total,157
Alleghany,2028,white,Total,11302
Anson,2028,aian,Total,287
Anson,2028,asian,Total,511
Anson,2028,black,Total,12058
Anson,2028,other,Total,649
Anson,2028,white,Total,11783
Ashe,2028,aian,Total,83
Ashe,2028,asian,Total,203
Ashe,2028,black,Total,236
Ashe,2028,other,Total,534
Ashe,2028,white,Total,29299
Avery,2028,aian,Total,143
Avery,2028,asian,Total,118
Avery,2028,black,Total,770
Avery,2028,other,Total,173
Avery,2028,white,Total,16826
Beaufort,2028,aian,Total,904
Beaufort,2028,asian,Total,358
Beaufort,2028,black,Total,9759
Beaufort,2028,other,Total,1117
Beaufort,2028,white,Total,35420
Bertie,2028,aian,Total,93
Bertie,2028,asian,Total,260
Bertie,2028,black,Total,11886
Bertie,2028,other,Total,383
Bertie,2028,white,Total,6978
Bladen,2028,aian,Total,1075
Bladen,2028,asian,Total,118
Bladen,2028,black,Total,10816
Bladen,2028,other,Total,860
Bladen,2028,white,Total,21150
Brunswick,2028,aian,Total,1802
Brunswick,2028,asian,Total,1708
Brunswick,2028,black,Total,18789
Brunswick,2028,other,Total,3792
Brunswick,2028,white,Total,147021
Buncombe,2028,aian,Total,2165
Buncombe,2028,asian,Total,5446
Buncombe,2028,black,Total,14800
Buncombe,2028,other,Total,8628
Buncombe,2028,white,Total,259940
Burke,2028,aian,Total,1518
Burke,2028,asian,Total,4477
Burke,2028,black,Total,6161
Burke,2028,other,Total,2657
Burke,2028,white,Total,79785
Cabarrus,2028,aian,Total,2455
Cabarrus,2028,asian,Total,8643
Cabarrus,2028,black,Total,49534
Cabarrus,2028,other,Total,7286
Cabarrus,2028,white,Total,183041
Caldwell,2028,aian,Total,931
Caldwell,2028,asian,Total,694
Caldwell,2028,black,Total,3884
Caldwell,2028,other,Total,2174
Caldwell,2028,white,Total,79299
Camden,2028,aian,Total,47
Camden,2028,asian,Total,351
Camden,2028,black,Total,1445
Camden,2028,other,Total,452
Camden,2028,white,Total,8910
Carteret,2028,aian,Total,466
Carteret,2028,asian,Total,1170
Carteret,2028,black,Total,3710
Carteret,2028,other,Total,2430
Carteret,2028,white,Total,67776
Caswell,2028,aian,Total,210
Caswell,2028,asian,Total,82
Caswell,2028,black,Total,7470
Caswell,2028,other,Total,668
Caswell,2028,white,Total,15237
Catawba,2028,aian,Total,1574
Catawba,2028,asian,Total,7248
Catawba,2028,black,Total,14316
Catawba,2028,other,Total,4801
Catawba,2028,white,Total,140654
Chatham,2028,aian,Total,1961
Chatham,2028,asian,Total,1605
Chatham,2028,black,Total,9460
Chatham,2028,other,Total,2027
Chatham,2028,white,Total,76428
Cherokee,2028,aian,Total,436
Cherokee,2028,asian,Total,326
Cherokee,2028,black,Total,415
Cherokee,2028,other,Total,1574
Cherokee,2028,white,Total,29477
Chowan,2028,aian,Total,78
Chowan,2028,asian,Total,147
Chowan,2028,black,Total,4190
Chowan,2028,other,Total,270
Chowan,2028,white,Total,9004
Clay,2028,aian,Total,41
Clay,2028,asian,Total,49
Clay,2028,black,Total,75
Clay,2028,other,Total,273
Clay,2028,white,Total,13023
Cleveland,2028,aian,Total,650
Cleveland,2028,asian,Total,1049
Cleveland,2028,black,Total,20835
Cleveland,2028,other,Total,2798
Cleveland,2028,white,Total,76693
Columbus,2028,aian,Total,2073
Columbus,2028,asian,Total,359
Columbus,2028,black,Total,19347
Columbus,2028,other,Total,1487
Columbus,2028,white,Total,32955
Craven,2028,aian,Total,692
Craven,2028,asian,Total,3774
Craven,2028,black,Total,23366
Craven,2028,other,Total,4050
Craven,2028,white,Total,72888
Cumberland,2028,aian,Total,5934
Cumberland,2028,asian,Total,11139
Cumberland,2028,black,Total,128776
Cumberland,2028,other,Total,23607
Cumberland,2028,white,Total,165548
Currituck,2028,aian,Total,211
Currituck,2028,asian,Total,452
Currituck,2028,black,Total,1799
Currituck,2028,other,Total,1090
Currituck,2028,white,Total,27814
Dare,2028,aian,Total,425
Dare,2028,asian,Total,526
Dare,2028,black,Total,1002
Dare,2028,other,Total,1234
Dare,2028,white,Total,35895
Davidson,2028,aian,Total,2480
Davidson,2028,asian,Total,3469
Davidson,2028,black,Total,16007
Davidson,2028,other,Total,4002
Davidson,2028,white,Total,156208
Davie,2028,aian,Total,492
Davie,2028,asian,Total,480
Davie,2028,black,Total,2711
Davie,2028,other,Total,1148
Davie,2028,white,Total,43652
Duplin,2028,aian,Total,1514
Duplin,2028,asian,Total,922
Duplin,2028,black,Total,13157
Duplin,2028,other,Total,1184
Duplin,2028,white,Total,43127
Durham,2028,aian,Total,6010
Durham,2028,asian,Total,20889
Durham,2028,black,Total,142469
Durham,2028,other,Total,13519
Durham,2028,white,Total,174067
Edgecombe,2028,aian,Total,570
Edgecombe,2028,asian,Total,216
Edgecombe,2028,black,Total,29489
Edgecombe,2028,other,Total,962
Edgecombe,2028,white,Total,20103
Forsyth,2028,aian,Total,6017
Forsyth,2028,asian,Total,13659
Forsyth,2028,black,Total,118457
Forsyth,2028,other,Total,13146
Forsyth,2028,white,Total,259908
Franklin,2028,aian,Total,1076
Franklin,2028,asian,Total,679
Franklin,2028,black,Total,18601
Franklin,2028,other,Total,1831
Franklin,2028,white,Total,56817
Gaston,2028,aian,Total,2401
Gaston,2028,asian,Total,4587
Gaston,2028,black,Total,42407
Gaston,2028,other,Total,6666
Gaston,2028,white,Total,180290
Gates,2028,aian,Total,111
Gates,2028,asian,Total,32
Gates,2028,black,Total,3950
Gates,2028,other,Total,434
Gates,2028,white,Total,7722
Graham,2028,aian,Total,556
Graham,2028,asian,Total,65
Graham,2028,black,Total,14
Graham,2028,other,Total,252
Graham,2028,white,Total,7798
Granville,2028,aian,Total,853
Granville,2028,asian,Total,634
Granville,2028,black,Total,20968
Granville,2028,other,Total,1554
Granville,2028,white,Total,44052
Greene,2028,aian,Total,1008
Greene,2028,asian,Total,265
Greene,2028,black,Total,6589
Greene,2028,other,Total,411
Greene,2028,white,Total,12777
Guilford,2028,aian,Total,5884
Guilford,2028,asian,Total,36078
Guilford,2028,black,Total,218752
Guilford,2028,other,Total,19406
Guilford,2028,white,Total,319797
Halifax,2028,aian,Total,2466
Halifax,2028,asian,Total,585
Halifax,2028,black,Total,25751
Halifax,2028,other,Total,945
Halifax,2028,white,Total,18229
Harnett,2028,aian,Total,4534
Harnett,2028,asian,Total,2417
Harnett,2028,black,Total,31385
Harnett,2028,other,Total,8799
Harnett,2028,white,Total,107188
Haywood,2028,aian,Total,446
Haywood,2028,asian,Total,479
Haywood,2028,black,Total,647
Haywood,2028,other,Total,1088
Haywood,2028,white,Total,65046
Henderson,2028,aian,Total,1232
Henderson,2028,asian,Total,2368
Henderson,2028,black,Total,4033
Henderson,2028,other,Total,2917
Henderson,2028,white,Total,119274
Hertford,2028,aian,Total,247
Hertford,2028,asian,Total,255
Hertford,2028,black,Total,13893
Hertford,2028,other,Total,431
Hertford,2028,white,Total,9178
Hoke,2028,aian,Total,6254
Hoke,2028,asian,Total,1264
Hoke,2028,black,Total,19275
Hoke,2028,other,Total,4194
Hoke,2028,white,Total,33484
Hyde,2028,aian,Total,60
Hyde,2028,asian,Total,10
Hyde,2028,black,Total,1321
Hyde,2028,other,Total,112
Hyde,2028,white,Total,3473
Iredell,2028,aian,Total,2148
Iredell,2028,asian,Total,5798
Iredell,2028,black,Total,22099
Iredell,2028,other,Total,5100
Iredell,2028,white,Total,170019
Jackson,2028,aian,Total,4590
Jackson,2028,asian,Total,694
Jackson,2028,black,Total,726
Jackson,2028,other,Total,1301
Jackson,2028,white,Total,41654
Johnston,2028,aian,Total,3346
Johnston,2028,asian,Total,2892
Johnston,2028,black,Total,39651
Johnston,2028,other,Total,6652
Johnston,2028,white,Total,206132
Jones,2028,aian,Total,135
Jones,2028,asian,Total,52
Jones,2028,black,Total,2424
Jones,2028,other,Total,447
Jones,2028,white,Total,7139
Lee,2028,aian,Total,1444
Lee,2028,asian,Total,996
Lee,2028,black,Total,13427
Lee,2028,other,Total,2551
Lee,2028,white,Total,48730
Lenoir,2028,aian,Total,669
Lenoir,2028,asian,Total,571
Lenoir,2028,black,Total,22177
Lenoir,2028,other,Total,1160
Lenoir,2028,white,Total,28121
Lincoln,2028,aian,Total,474
Lincoln,2028,asian,Total,869
Lincoln,2028,black,Total,4477
Lincoln,2028,other,Total,1813
Lincoln,2028,white,Total,89378
Macon,2028,aian,Total,486
Macon,2028,asian,Total,464
Macon,2028,black,Total,749
Macon,2028,other,Total,677
Macon,2028,white,Total,37694
Madison,2028,aian,Total,77
Madison,2028,asian,Total,164
Madison,2028,black,Total,399
Madison,2028,other,Total,590
Madison,2028,white,Total,23541
Martin,2028,aian,Total,143
Martin,2028,asian,Total,147
Martin,2028,black,Total,9435
Martin,2028,other,Total,304
Martin,2028,white,Total,12111
McDowell,2028,aian,Total,697
McDowell,2028,asian,Total,413
McDowell,2028,black,Total,1841
McDowell,2028,other,Total,936
McDowell,2028,white,Total,45076
Mecklenburg,2028,aian,Total,14855
Mecklenburg,2028,asian,Total,80545
Mecklenburg,2028,black,Total,456236
Mecklenburg,2028,other,Total,41555
Mecklenburg,2028,white,Total,713111
Mitchell,2028,aian,Total,232
Mitchell,2028,asian,Total,120
Mitchell,2028,black,Total,79
Mitchell,2028,other,Total,296
Mitchell,2028,white,Total,14582
Montgomery,2028,aian,Total,346
Montgomery,2028,asian,Total,410
Montgomery,2028,black,Total,4521
Montgomery,2028,other,Total,519
Montgomery,2028,white,Total,22273
Moore,2028,aian,Total,1350
Moore,2028,asian,Total,2340
Moore,2028,black,Total,14030
Moore,2028,other,Total,2967
Moore,2028,white,Total,95781
Nash,2028,aian,Total,1467
Nash,2028,asian,Total,1349
Nash,2028,black,Total,41778
Nash,2028,other,Total,2549
Nash,2028,white,Total,49993
New Hanover,2028,aian,Total,2428
New Hanover,2028,asian,Total,5137
New Hanover,2028,black,Total,34353
New Hanover,2028,other,Total,8066
New Hanover,2028,white,Total,218996
Northampton,2028,aian,Total,160
Northampton,2028,asian,Total,73
Northampton,2028,black,Total,10928
Northampton,2028,other,Total,298
Northampton,2028,white,Total,7300
Onslow,2028,aian,Total,1908
Onslow,2028,asian,Total,6014
Onslow,2028,black,Total,27184
Onslow,2028,other,Total,11952
Onslow,2028,white,Total,177234
Orange,2028,aian,Total,1518
Orange,2028,asian,Total,16776
Orange,2028,black,Total,15289
Orange,2028,other,Total,5497
Orange,2028,white,Total,121615
Pamlico,2028,aian,Total,104
Pamlico,2028,asian,Total,69
Pamlico,2028,black,Total,2186
Pamlico,2028,other,Total,284
